source,target,weight
2014:C6,2015:C2,1.76337816
2014:C6,2015:C28,0.72750705
2014:C6,2015:C3,0.61483437
2014:C6,2015:C38,0.67040396
2014:C6,2015:C43,0.8135886
2014:C6,2015:C5,0.7841771
2014:C6,2015:C51,0.7039194
2014:C6,2015:C6,1.0
2014:C6,2015:C66,0.720867
2014:C6,2015:C7,0.6544606
2014:C6,2015:C73,0.78090394
2014:C6,2015:C8,0.7311424
2014:C6,2015:C88,0.88619936
2015:C0,2016:C0,188.79639577
2015:C0,2016:C1,24.22668862
2015:C0,2016:C11,10.91282752
2015:C0,2016:C14,12.37094778
2015:C0,2016:C16,6.16792749
2015:C0,2016:C2,20.10593385
2015:C0,2016:C3,11.34031867
2015:C0,2016:C35,9.26552396
2015:C0,2016:C54,4.70572265
2015:C0,2016:C6,12.86462923
2015:C0,2016:C76,2.2136975
2015:C0,2016:C77,3.72712905
2015:C0,2016:C8,3.58484821
2015:C1,2016:C0,29.52400301
2015:C1,2016:C1,4.16817698
2015:C1,2016:C11,1.5984940600000002
2015:C1,2016:C14,1.53822356
2015:C1,2016:C16,1.4273215000000001
2015:C1,2016:C2,2.96387272
2015:C1,2016:C3,2.0698946
2015:C1,2016:C35,1.3755514999999998
2015:C1,2016:C54,1.3019393400000001
2015:C1,2016:C6,2.10322621
2015:C10,2016:C0,9.83562032
2015:C10,2016:C1,1.85742724
2015:C10,2016:C11,0.75548905
2015:C10,2016:C14,0.65438515
2015:C10,2016:C16,0.62724817
2015:C10,2016:C2,0.75316656
2015:C10,2016:C3,0.7388252
2015:C10,2016:C35,0.68441045
2015:C10,2016:C54,0.77263033
2015:C10,2016:C6,0.6427107
2015:C2,2016:C0,22.48921334
2015:C2,2016:C1,4.88521722
2015:C2,2016:C11,0.8369872
2015:C2,2016:C14,2.32270986
2015:C2,2016:C16,0.7701922
2015:C2,2016:C2,3.5867987
2015:C2,2016:C3,1.6316155
2015:C2,2016:C35,0.77374196
2015:C2,2016:C54,0.6459111
2015:C2,2016:C6,1.76337816
2015:C2,2016:C77,1.36394076
2015:C2,2016:C8,1.49172285
2015:C24,2016:C0,5.90875655
2015:C24,2016:C1,0.63542044
2015:C24,2016:C11,0.7429902
2015:C24,2016:C14,0.7144395
2015:C24,2016:C2,0.6459111
2015:C24,2016:C3,0.6750846
2015:C24,2016:C35,0.6531334
2015:C24,2016:C54,1.0000001
2015:C28,2016:C0,12.35166768
2015:C28,2016:C1,1.55290694
2015:C28,2016:C11,1.0
2015:C28,2016:C14,0.73477614
2015:C28,2016:C16,0.73840594
2015:C28,2016:C2,0.8369871
2015:C28,2016:C3,0.7370379
2015:C28,2016:C35,0.7959138
2015:C28,2016:C54,0.74299014
2015:C28,2016:C6,0.72750705
2015:C3,2016:C0,5.2111006600000005
2015:C3,2016:C1,0.72219896
2015:C3,2016:C2,0.6877061
2015:C3,2016:C3,0.7044897
2015:C3,2016:C6,0.6148343
2015:C3,2016:C76,0.6312704
2015:C38,2016:C0,10.55334902
2015:C38,2016:C1,1.93790781
2015:C38,2016:C11,0.7282511
2015:C38,2016:C14,0.7080027
2015:C38,2016:C16,0.74256444
2015:C38,2016:C2,0.7938063
2015:C38,2016:C3,0.6876556
2015:C38,2016:C35,0.6219275
2015:C38,2016:C54,0.6114302
2015:C38,2016:C6,0.67040396
2015:C43,2016:C0,4.9379518000000004
2015:C43,2016:C1,0.6770288
2015:C43,2016:C14,0.88291585
2015:C43,2016:C2,1.61169646
2015:C43,2016:C3,0.712953
2015:C43,2016:C6,0.81358856
2015:C43,2016:C77,0.7683362
2015:C43,2016:C8,0.8769768
2015:C5,2016:C0,5.5152598500000005
2015:C5,2016:C1,0.6459349
2015:C5,2016:C14,0.6712832
2015:C5,2016:C2,1.4897257
2015:C5,2016:C3,0.81933635
2015:C5,2016:C6,0.7841772
2015:C5,2016:C8,0.7546613
2015:C51,2016:C0,2.72969129
2015:C51,2016:C1,1.5790188
2015:C51,2016:C14,0.76299417
2015:C51,2016:C2,1.4474156
2015:C51,2016:C3,0.73036325
2015:C51,2016:C6,0.7039194
2015:C51,2016:C77,0.68463403
2015:C51,2016:C8,0.76617336
2015:C6,2016:C0,15.57548771
2015:C6,2016:C1,2.11124265
2015:C6,2016:C11,0.7275071
2015:C6,2016:C14,1.4032071
2015:C6,2016:C16,0.6352906
2015:C6,2016:C2,1.76337816
2015:C6,2016:C3,0.88619936
2015:C6,2016:C35,0.7146312
2015:C6,2016:C6,1.0
2015:C6,2016:C8,0.7311424
2015:C61,2016:C1,0.6264325
2015:C61,2016:C14,0.61920583
2015:C61,2016:C16,0.6277592
2015:C61,2016:C2,0.656
2015:C66,2016:C0,3.02642776
2015:C66,2016:C1,0.7919555
2015:C66,2016:C14,1.0
2015:C66,2016:C2,1.56295436
2015:C66,2016:C3,0.67746246
2015:C66,2016:C6,0.720867
2015:C66,2016:C77,0.8768927
2015:C66,2016:C8,0.88458514
2015:C7,2016:C0,6.964714389999999
2015:C7,2016:C1,1.425309
2015:C7,2016:C11,0.64961153
2015:C7,2016:C14,0.74803877
2015:C7,2016:C2,0.7556411
2015:C7,2016:C3,0.6488048
2015:C7,2016:C54,0.6140014
2015:C7,2016:C6,0.6544606
2015:C73,2016:C0,12.80728863
2015:C73,2016:C1,1.41405326
2015:C73,2016:C11,0.83830345
2015:C73,2016:C14,0.66844344
2015:C73,2016:C2,0.8236929
2015:C73,2016:C3,0.71325016
2015:C73,2016:C35,0.8678709
2015:C73,2016:C54,0.6899841
2015:C73,2016:C6,0.780904
2015:C8,2016:C0,2.96247527
2015:C8,2016:C1,0.76340127
2015:C8,2016:C14,0.8845852
2015:C8,2016:C2,1.49172293
2015:C8,2016:C3,0.7047286
2015:C8,2016:C6,0.7311424
2015:C8,2016:C77,0.81162566
2015:C8,2016:C8,0.9999999
2015:C88,2016:C0,13.32786184
2015:C88,2016:C1,2.6196606
2015:C88,2016:C11,0.73703796
2015:C88,2016:C14,1.30881989
2015:C88,2016:C16,0.62433285
2015:C88,2016:C2,1.6316155
2015:C88,2016:C3,1.0000001
2015:C88,2016:C35,0.67990744
2015:C88,2016:C54,0.6750846
2015:C88,2016:C6,0.88619936
2015:C88,2016:C8,0.7047286
2015:C89,2016:C0,2.10903471
2015:C89,2016:C1,0.8630325
2015:C89,2016:C76,0.9999999
2015:C89,2016:C77,0.66777503
2016:C0,2017:C0,190.486433
2016:C0,2017:C1,33.23129052
2016:C0,2017:C12,2.1090346
2016:C0,2017:C19,12.35166737
2016:C0,2017:C2,27.36989833
2016:C0,2017:C20,7.6735365600000005
2016:C0,2017:C21,4.85971847
2016:C0,2017:C3,4.93795177
2016:C0,2017:C37,3.02642776
2016:C0,2017:C4,2.72969123
2016:C0,2017:C5,5.51525997
2016:C0,2017:C50,10.55334889
2016:C0,2017:C55,3.6303279
2016:C0,2017:C6,15.57548766
2016:C0,2017:C62,5.90875639
2016:C0,2017:C7,6.96471433
2016:C0,2017:C70,5.31535217
2016:C0,2017:C84,12.80728851
2016:C0,2017:C87,13.32786224
2016:C0,2017:C9,2.9760984
2016:C1,2017:C0,25.74226896
2016:C1,2017:C1,6.28409168
2016:C1,2017:C12,0.8630325
2016:C1,2017:C19,1.55290683
2016:C1,2017:C2,5.50344935
2016:C1,2017:C20,1.4014807999999999
2016:C1,2017:C3,0.6770288
2016:C1,2017:C37,0.7919555
2016:C1,2017:C4,1.57901877
2016:C1,2017:C5,0.6459349
2016:C1,2017:C50,1.9379078399999998
2016:C1,2017:C55,0.7825635
2016:C1,2017:C6,2.11124265
2016:C1,2017:C60,0.6264324
2016:C1,2017:C62,0.63542044
2016:C1,2017:C7,1.4253089399999999
2016:C1,2017:C70,0.99999994
2016:C1,2017:C84,1.41405326
2016:C1,2017:C87,2.6196606
2016:C1,2017:C9,1.47500697
2016:C11,2017:C0,9.34693665
2016:C11,2017:C1,1.59452659
2016:C11,2017:C19,1.0
2016:C11,2017:C2,1.4599099
2016:C11,2017:C20,0.73840594
2016:C11,2017:C21,0.6280064
2016:C11,2017:C50,0.72825116
2016:C11,2017:C6,0.72750705
2016:C11,2017:C62,0.74299014
2016:C11,2017:C7,0.6496115
2016:C11,2017:C84,0.83830345
2016:C11,2017:C87,0.7370379
2016:C14,2017:C0,12.55864079
2016:C14,2017:C1,2.9112517799999997
2016:C14,2017:C19,0.73477614
2016:C14,2017:C2,2.96334219
2016:C14,2017:C20,0.6205008
2016:C14,2017:C3,0.88291585
2016:C14,2017:C37,1.0
2016:C14,2017:C4,0.76299417
2016:C14,2017:C5,0.6712832
2016:C14,2017:C50,0.7080027
2016:C14,2017:C55,0.8768927
2016:C14,2017:C6,1.4032071
2016:C14,2017:C60,0.61920583
2016:C14,2017:C62,0.7144395
2016:C14,2017:C7,0.74803877
2016:C14,2017:C84,0.66844344
2016:C14,2017:C87,1.30881989
2016:C14,2017:C9,0.9300589
2016:C16,2017:C0,6.87527766
2016:C16,2017:C1,2.0100234
2016:C16,2017:C19,0.73840594
2016:C16,2017:C2,1.4944422
2016:C16,2017:C20,1.0
2016:C16,2017:C50,0.7425643
2016:C16,2017:C6,0.6352906
2016:C16,2017:C60,0.62775916
2016:C16,2017:C87,0.6243328
2016:C2,2017:C0,22.01773453
2016:C2,2017:C1,5.11213291
2016:C2,2017:C19,0.8369871
2016:C2,2017:C2,4.22674373
2016:C2,2017:C20,0.7701922
2016:C2,2017:C21,0.7014476
2016:C2,2017:C3,1.61169646
2016:C2,2017:C37,1.56295436
2016:C2,2017:C4,1.4474157
2016:C2,2017:C5,1.4897257
2016:C2,2017:C50,0.7938063
2016:C2,2017:C55,1.3639409
2016:C2,2017:C6,1.76337816
2016:C2,2017:C60,0.656
2016:C2,2017:C62,0.6459111
2016:C2,2017:C7,0.7556411
2016:C2,2017:C70,1.33948332
2016:C2,2017:C84,0.8236929
2016:C2,2017:C87,1.6316155
2016:C2,2017:C9,1.4660229
2016:C3,2017:C0,12.07098236
2016:C3,2017:C1,2.63127958
2016:C3,2017:C19,0.7370379
2016:C3,2017:C2,1.6316155
2016:C3,2017:C20,0.6243328
2016:C3,2017:C21,0.62077826
2016:C3,2017:C3,0.712953
2016:C3,2017:C37,0.67746246
2016:C3,2017:C4,0.73036325
2016:C3,2017:C5,0.81933635
2016:C3,2017:C50,0.6876556
2016:C3,2017:C6,0.88619936
2016:C3,2017:C62,0.6750846
2016:C3,2017:C7,0.6488048
2016:C3,2017:C70,0.7337831
2016:C3,2017:C84,0.71325016
2016:C3,2017:C87,1.0000001
2016:C3,2017:C9,0.6896176
2016:C35,2017:C0,7.83740155
2016:C35,2017:C1,1.3659029
2016:C35,2017:C19,0.7959139
2016:C35,2017:C2,0.77374196
2016:C35,2017:C21,0.6364995
2016:C35,2017:C50,0.62192756
2016:C35,2017:C6,0.71463126
2016:C35,2017:C62,0.6531334
2016:C35,2017:C84,0.8678708
2016:C35,2017:C87,0.67990744
2016:C54,2017:C0,4.05514385
2016:C54,2017:C1,0.6665189
2016:C54,2017:C19,0.74299014
2016:C54,2017:C2,0.6459111
2016:C54,2017:C50,0.6114302
2016:C54,2017:C62,1.0000001
2016:C54,2017:C7,0.6140014
2016:C54,2017:C84,0.6899841
2016:C54,2017:C87,0.6750846
2016:C6,2017:C0,13.45066367
2016:C6,2017:C1,2.23007296
2016:C6,2017:C19,0.72750705
2016:C6,2017:C2,1.76337816
2016:C6,2017:C20,0.6352906
2016:C6,2017:C21,0.6474359
2016:C6,2017:C3,0.81358856
2016:C6,2017:C37,0.720867
2016:C6,2017:C4,0.7039194
2016:C6,2017:C5,0.7841772
2016:C6,2017:C50,0.67040396
2016:C6,2017:C6,1.0
2016:C6,2017:C7,0.6544606
2016:C6,2017:C70,0.6774027
2016:C6,2017:C84,0.780904
2016:C6,2017:C87,0.88619936
2016:C6,2017:C9,0.6682739
2016:C76,2017:C0,3.0402253999999997
2016:C76,2017:C1,0.74193615
2016:C76,2017:C12,0.9999999
2016:C76,2017:C55,0.667775
2016:C76,2017:C9,0.6882435
2016:C77,2017:C0,4.9624606
2016:C77,2017:C1,1.4553245399999999
2016:C77,2017:C12,0.667775
2016:C77,2017:C2,1.3639409
2016:C77,2017:C3,0.7683362
2016:C77,2017:C37,0.8768927
2016:C77,2017:C4,0.68463403
2016:C77,2017:C55,1.0
2016:C77,2017:C9,0.8807358
2016:C8,2017:C0,4.53662386
2016:C8,2017:C1,1.5177026
2016:C8,2017:C2,1.49172293
2016:C8,2017:C3,0.8769768
2016:C8,2017:C37,0.8845852
2016:C8,2017:C4,0.76617336
2016:C8,2017:C5,0.7546612
2016:C8,2017:C55,0.8116256
2016:C8,2017:C6,0.7311424
2016:C8,2017:C87,0.7047286
2016:C8,2017:C9,0.92760766
2017:C0,2018:C0,185.33617343
2017:C0,2018:C1,28.31420162
2017:C0,2018:C13,7.83740155
2017:C0,2018:C17,5.53005427
2017:C0,2018:C2,22.01773453
2017:C0,2018:C27,4.9624606
2017:C0,2018:C3,9.3529424
2017:C0,2018:C4,17.39948729
2017:C0,2018:C5,9.11992336
2017:C0,2018:C58,4.53662386
2017:C0,2018:C6,13.45066367
2017:C0,2018:C68,6.87527766
2017:C0,2018:C7,5.46791626
2017:C0,2018:C71,5.59852138
2017:C0,2018:C81,4.14004295
2017:C0,2018:C85,8.86896641
2017:C0,2018:C86,12.07098236
2017:C0,2018:C9,4.55618376
2017:C1,2018:C0,33.130476
2017:C1,2018:C1,6.28409172
2017:C1,2018:C13,1.3659029
2017:C1,2018:C17,2.01607936
2017:C1,2018:C2,5.11213281
2017:C1,2018:C27,1.4553245000000001
2017:C1,2018:C3,2.2646501
2017:C1,2018:C4,2.19004113
2017:C1,2018:C5,1.47995876
2017:C1,2018:C58,1.5177026
2017:C1,2018:C6,2.23007296
2017:C1,2018:C68,2.0100234
2017:C1,2018:C7,1.2371322
2017:C1,2018:C71,1.88499558
2017:C1,2018:C81,1.73297144
2017:C1,2018:C85,1.7826857
2017:C1,2018:C86,2.63127958
2017:C1,2018:C9,1.5741133299999999
2017:C12,2018:C0,0.6312704
2017:C12,2018:C1,0.8630326
2017:C12,2018:C27,0.667775
2017:C12,2018:C3,0.9999999
2017:C12,2018:C4,0.7895207
2017:C12,2018:C71,0.74193615
2017:C12,2018:C9,0.6882435
2017:C19,2018:C0,12.73175889
2017:C19,2018:C1,1.5984939599999999
2017:C19,2018:C13,0.7959139
2017:C19,2018:C2,0.8369871
2017:C19,2018:C4,0.83830345
2017:C19,2018:C5,0.72825116
2017:C19,2018:C6,0.72750705
2017:C19,2018:C68,0.73840594
2017:C19,2018:C7,0.6496115
2017:C19,2018:C85,0.77446973
2017:C19,2018:C86,0.7370379
2017:C2,2018:C0,27.27956634
2017:C2,2018:C1,4.83378462
2017:C2,2018:C13,0.77374196
2017:C2,2018:C17,1.4897257
2017:C2,2018:C2,4.22674385
2017:C2,2018:C27,1.3639409
2017:C2,2018:C3,1.61169646
2017:C2,2018:C4,3.55563027
2017:C2,2018:C5,0.7938063
2017:C2,2018:C58,1.49172293
2017:C2,2018:C6,1.76337816
2017:C2,2018:C68,1.4944422
2017:C2,2018:C7,0.7556411
2017:C2,2018:C71,1.3189451499999998
2017:C2,2018:C81,1.4474157
2017:C2,2018:C85,1.4963008000000002
2017:C2,2018:C86,1.6316155
2017:C2,2018:C9,1.4660229
2017:C20,2018:C0,7.67142634
2017:C20,2018:C1,1.4273215000000001
2017:C20,2018:C2,0.7701922
2017:C20,2018:C4,1.27091712
2017:C20,2018:C5,0.7425643
2017:C20,2018:C6,0.6352906
2017:C20,2018:C68,1.0
2017:C20,2018:C85,0.6920183
2017:C20,2018:C86,0.6243328
2017:C21,2018:C0,3.8744098300000003
2017:C21,2018:C13,0.6364995
2017:C21,2018:C2,0.7014476
2017:C21,2018:C4,1.2831593
2017:C21,2018:C6,0.6474359
2017:C21,2018:C86,0.62077826
2017:C3,2018:C0,4.98325342
2017:C3,2018:C1,0.6770288
2017:C3,2018:C17,0.7388129
2017:C3,2018:C2,1.61169646
2017:C3,2018:C27,0.7683362
2017:C3,2018:C3,0.9999999
2017:C3,2018:C58,0.8769768
2017:C3,2018:C6,0.81358856
2017:C3,2018:C71,0.6981317
2017:C3,2018:C81,0.7654672
2017:C3,2018:C86,0.712953
2017:C3,2018:C9,0.8376142
2017:C37,2018:C0,3.09636886
2017:C37,2018:C1,0.7919555
2017:C37,2018:C17,0.6712832
2017:C37,2018:C2,1.56295436
2017:C37,2018:C27,0.8768927
2017:C37,2018:C3,0.88291585
2017:C37,2018:C58,0.8845852
2017:C37,2018:C6,0.720867
2017:C37,2018:C71,0.7494328
2017:C37,2018:C81,0.76299417
2017:C37,2018:C86,0.67746246
2017:C37,2018:C9,0.9300589
2017:C4,2018:C0,2.6966212599999997
2017:C4,2018:C1,1.5790188
2017:C4,2018:C17,0.72659826
2017:C4,2018:C2,1.4474156
2017:C4,2018:C27,0.684634
2017:C4,2018:C3,0.7654672
2017:C4,2018:C58,0.7661734
2017:C4,2018:C6,0.7039194
2017:C4,2018:C71,0.83617437
2017:C4,2018:C81,1.0
2017:C4,2018:C86,0.73036325
2017:C4,2018:C9,0.7960642
2017:C5,2018:C0,4.82061307
2017:C5,2018:C1,1.2652698
2017:C5,2018:C17,0.9999999
2017:C5,2018:C2,1.4897257
2017:C5,2018:C3,0.7388129
2017:C5,2018:C5,0.7545197
2017:C5,2018:C58,0.7546612
2017:C5,2018:C6,0.7841772
2017:C5,2018:C71,0.64263123
2017:C5,2018:C81,0.7265984
2017:C5,2018:C86,0.81933635
2017:C5,2018:C9,0.7465952
2017:C50,2018:C0,11.11168776
2017:C50,2018:C1,2.1463174
2017:C50,2018:C13,0.62192756
2017:C50,2018:C17,0.7545197
2017:C50,2018:C2,0.7938063
2017:C50,2018:C4,0.63778454
2017:C50,2018:C5,0.99999994
2017:C50,2018:C6,0.67040396
2017:C50,2018:C68,0.7425643
2017:C50,2018:C7,0.64516103
2017:C50,2018:C85,0.6357746
2017:C50,2018:C86,0.6876556
2017:C55,2018:C0,2.93389933
2017:C55,2018:C1,0.78256345
2017:C55,2018:C2,1.3639409
2017:C55,2018:C27,1.0
2017:C55,2018:C3,1.4361112
2017:C55,2018:C4,0.69258547
2017:C55,2018:C58,0.8116256
2017:C55,2018:C71,0.77186584
2017:C55,2018:C81,0.68463403
2017:C55,2018:C9,0.8807358
2017:C6,2018:C0,14.39211941
2017:C6,2018:C1,2.10322621
2017:C6,2018:C13,0.71463126
2017:C6,2018:C17,0.7841772
2017:C6,2018:C2,1.76337816
2017:C6,2018:C3,0.81358856
2017:C6,2018:C4,1.3837476400000002
2017:C6,2018:C5,0.67040396
2017:C6,2018:C58,0.7311424
2017:C6,2018:C6,1.0
2017:C6,2018:C68,0.6352906
2017:C6,2018:C7,0.6544606
2017:C6,2018:C81,0.7039194
2017:C6,2018:C85,0.7490848
2017:C6,2018:C86,0.88619936
2017:C6,2018:C9,0.6682739
2017:C60,2018:C0,0.61920583
2017:C60,2018:C1,0.6264324
2017:C60,2018:C2,0.656
2017:C60,2018:C4,1.0000001
2017:C60,2018:C68,0.62775916
2017:C62,2018:C0,7.08566583
2017:C62,2018:C1,1.3019393400000001
2017:C62,2018:C13,0.6531334
2017:C62,2018:C2,0.6459111
2017:C62,2018:C4,0.6899841
2017:C62,2018:C5,0.6114302
2017:C62,2018:C7,0.6140014
2017:C62,2018:C86,0.6750846
2017:C7,2018:C0,7.3574611999999995
2017:C7,2018:C1,1.42598594
2017:C7,2018:C2,0.7556411
2017:C7,2018:C4,0.64178824
2017:C7,2018:C5,0.64516103
2017:C7,2018:C6,0.6544606
2017:C7,2018:C7,1.0000002
2017:C7,2018:C85,0.6182276
2017:C7,2018:C86,0.6488048
2017:C70,2018:C0,4.06843687
2017:C70,2018:C1,0.99999994
2017:C70,2018:C17,0.6459349
2017:C70,2018:C2,1.33948332
2017:C70,2018:C4,0.6369658
2017:C70,2018:C5,0.60076094
2017:C70,2018:C6,0.6774027
2017:C70,2018:C71,0.74996364
2017:C70,2018:C81,0.88057727
2017:C70,2018:C86,0.7337831
2017:C70,2018:C9,0.6099495
2017:C84,2018:C0,12.922577689999999
2017:C84,2018:C1,1.44281137
2017:C84,2018:C13,0.8678708
2017:C84,2018:C2,0.8236929
2017:C84,2018:C4,0.9999998
2017:C84,2018:C5,0.63778454
2017:C84,2018:C6,0.780904
2017:C84,2018:C7,0.64178824
2017:C84,2018:C85,0.74105126
2017:C84,2018:C86,0.71325016
2017:C87,2018:C0,12.77122332
2017:C87,2018:C1,2.67223005
2017:C87,2018:C13,0.67990744
2017:C87,2018:C17,0.81933635
2017:C87,2018:C2,1.6316155
2017:C87,2018:C3,0.712953
2017:C87,2018:C4,1.37137091
2017:C87,2018:C5,0.6876556
2017:C87,2018:C58,0.7047286
2017:C87,2018:C6,0.88619936
2017:C87,2018:C68,0.6243328
2017:C87,2018:C7,0.6488048
2017:C87,2018:C71,0.6268391
2017:C87,2018:C81,0.73036325
2017:C87,2018:C85,0.60769045
2017:C87,2018:C86,1.0000001
2017:C87,2018:C9,0.6896176
2017:C9,2018:C0,2.3023682
2017:C9,2018:C1,1.4750071
2017:C9,2018:C17,0.7465952
2017:C9,2018:C2,1.4660229
2017:C9,2018:C27,0.8807358
2017:C9,2018:C3,1.5258577
2017:C9,2018:C4,0.603789
2017:C9,2018:C58,0.92760766
2017:C9,2018:C6,0.6682739
2017:C9,2018:C71,0.77967983
2017:C9,2018:C81,0.79606414
2017:C9,2018:C86,0.6896176
2017:C9,2018:C9,1.0000001
2018:C0,2019:C0,178.3483317
2018:C0,2019:C1,41.58063074
2018:C0,2019:C18,5.43981878
2018:C0,2019:C19,12.73175932
2018:C0,2019:C2,21.80566532
2018:C0,2019:C22,10.87602206
2018:C0,2019:C23,7.08566617
2018:C0,2019:C3,23.62599273
2018:C0,2019:C39,3.35329436
2018:C0,2019:C4,2.6966212599999997
2018:C0,2019:C44,0.63127047
2018:C0,2019:C47,11.974479089999999
2018:C0,2019:C49,4.06843691
2018:C0,2019:C5,11.11168769
2018:C0,2019:C59,7.67142617
2018:C0,2019:C6,14.39211947
2018:C0,2019:C65,3.0963689
2018:C0,2019:C7,7.35746147
2018:C0,2019:C79,5.8575744400000005
2018:C0,2019:C8,2.91945251
2018:C0,2019:C80,12.92257769
2018:C0,2019:C9,2.30236826
2018:C1,2019:C0,25.24148467
2018:C1,2019:C1,7.43042392
2018:C1,2019:C18,1.8917022
2018:C1,2019:C19,1.598494
2018:C1,2019:C2,4.21555273
2018:C1,2019:C22,1.5382235
2018:C1,2019:C23,1.3019393400000001
2018:C1,2019:C3,4.0477814599999995
2018:C1,2019:C39,1.57599717
2018:C1,2019:C4,1.57901877
2018:C1,2019:C44,0.8630326
2018:C1,2019:C47,1.4533110900000001
2018:C1,2019:C49,0.99999994
2018:C1,2019:C5,2.14631731
2018:C1,2019:C59,1.4273215000000001
2018:C1,2019:C6,2.10322605
2018:C1,2019:C65,0.7919555
2018:C1,2019:C7,1.425986
2018:C1,2019:C79,1.3144487599999999
2018:C1,2019:C8,0.76340127
2018:C1,2019:C80,1.4428113599999999
2018:C1,2019:C9,1.47500707
2018:C13,2019:C0,7.87347826
2018:C13,2019:C1,2.0127653
2018:C13,2019:C19,0.7959138
2018:C13,2019:C2,0.77374196
2018:C13,2019:C22,0.6486207
2018:C13,2019:C23,0.6531334
2018:C13,2019:C3,1.67990764
2018:C13,2019:C47,0.743425
2018:C13,2019:C5,0.6219275
2018:C13,2019:C6,0.7146312
2018:C13,2019:C80,0.8678709
2018:C17,2019:C0,4.73114395
2018:C17,2019:C1,1.373448
2018:C17,2019:C18,0.99999994
2018:C17,2019:C2,1.48972554
2018:C17,2019:C3,0.81933635
2018:C17,2019:C39,0.64263123
2018:C17,2019:C4,0.7265983
2018:C17,2019:C49,0.6459349
2018:C17,2019:C5,0.7545197
2018:C17,2019:C6,0.7841771
2018:C17,2019:C65,0.6712832
2018:C17,2019:C79,0.783062
2018:C17,2019:C8,0.7546612
2018:C17,2019:C9,0.7465952
2018:C2,2019:C0,21.51059947
2018:C2,2019:C1,5.84262106
2018:C2,2019:C18,2.14572554
2018:C2,2019:C19,0.8369872
2018:C2,2019:C2,3.5867989
2018:C2,2019:C22,0.7597554
2018:C2,2019:C23,0.64591116
2018:C2,2019:C3,2.40535766
2018:C2,2019:C39,1.3189451499999998
2018:C2,2019:C4,1.4474157
2018:C2,2019:C47,0.7914608
2018:C2,2019:C49,1.33948323
2018:C2,2019:C5,0.79380625
2018:C2,2019:C59,0.7701922
2018:C2,2019:C6,1.76337816
2018:C2,2019:C65,1.56295435
2018:C2,2019:C7,0.755641
2018:C2,2019:C79,0.72929436
2018:C2,2019:C8,1.49172288
2018:C2,2019:C80,0.8236928
2018:C2,2019:C9,1.46602294
2018:C27,2019:C0,5.1366076199999995
2018:C27,2019:C1,1.46602225
2018:C27,2019:C2,1.36394076
2018:C27,2019:C39,0.77186584
2018:C27,2019:C4,0.68463403
2018:C27,2019:C44,0.66777503
2018:C27,2019:C65,0.8768927
2018:C27,2019:C8,0.81162566
2018:C27,2019:C9,0.88073593
2018:C3,2019:C0,9.37201579
2018:C3,2019:C1,2.3646436
2018:C3,2019:C18,0.7388129
2018:C3,2019:C2,1.61169646
2018:C3,2019:C3,0.712953
2018:C3,2019:C39,1.4400678500000001
2018:C3,2019:C4,0.76546717
2018:C3,2019:C44,0.9999999
2018:C3,2019:C6,0.8135886
2018:C3,2019:C65,0.8829158
2018:C3,2019:C8,0.87697685
2018:C3,2019:C9,1.5258576000000001
2018:C4,2019:C0,16.89927747
2018:C4,2019:C1,3.50608362
2018:C4,2019:C18,1.0000001
2018:C4,2019:C19,0.83830345
2018:C4,2019:C2,2.21910105
2018:C4,2019:C22,1.28764923
2018:C4,2019:C23,0.68998396
2018:C4,2019:C3,2.23924185
2018:C4,2019:C39,0.67918056
2018:C4,2019:C44,0.78952086
2018:C4,2019:C47,0.7952705
2018:C4,2019:C49,0.6369658
2018:C4,2019:C5,0.6377846
2018:C4,2019:C59,1.27091716
2018:C4,2019:C6,1.38374758
2018:C4,2019:C7,0.64178824
2018:C4,2019:C79,0.6228113
2018:C4,2019:C80,0.99999994
2018:C4,2019:C9,0.603789
2018:C5,2019:C0,7.55312285
2018:C5,2019:C1,2.18133097
2018:C5,2019:C18,0.7545197
2018:C5,2019:C19,0.7282511
2018:C5,2019:C2,0.79380625
2018:C5,2019:C22,0.7080026
2018:C5,2019:C23,0.6114302
2018:C5,2019:C3,1.3095832
2018:C5,2019:C47,0.643355
2018:C5,2019:C49,0.60076094
2018:C5,2019:C5,1.0
2018:C5,2019:C59,0.74256444
2018:C5,2019:C6,0.67040396
2018:C5,2019:C7,0.64516103
2018:C5,2019:C79,0.8675259
2018:C5,2019:C80,0.6377846
2018:C58,2019:C0,4.46182498
2018:C58,2019:C1,1.56215367
2018:C58,2019:C18,0.7546612
2018:C58,2019:C2,1.49172288
2018:C58,2019:C3,0.7047286
2018:C58,2019:C39,0.7189502
2018:C58,2019:C4,0.76617336
2018:C58,2019:C6,0.7311424
2018:C58,2019:C65,0.88458514
2018:C58,2019:C8,0.9999999
2018:C58,2019:C9,0.92760766
2018:C6,2019:C0,12.83191934
2018:C6,2019:C1,2.91482795
2018:C6,2019:C18,0.7841771
2018:C6,2019:C19,0.72750705
2018:C6,2019:C2,1.76337816
2018:C6,2019:C22,0.68234
2018:C6,2019:C3,1.6008305
2018:C6,2019:C4,0.7039194
2018:C6,2019:C47,0.77144957
2018:C6,2019:C49,0.6774026
2018:C6,2019:C5,0.67040396
2018:C6,2019:C59,0.6352906
2018:C6,2019:C6,1.0
2018:C6,2019:C65,0.720867
2018:C6,2019:C7,0.65446055
2018:C6,2019:C79,0.64810145
